3500.0 1.0
3500.05 1.0
3500.1 1.0
3500.15 1.0
3500.2 1.0
3500.25 1.0
3500.3 1.0
3500.35 1.0
3500.4 1.0
3500.45 1.0
3500.5 1.0
3500.55 1.0
3500.6 1.0
3500.65 1.0
3500.7 1.0
3500.75 1.0
3500.8 1.0
3500.85 1.0
3500.9 1.0
3500.95 1.0
3501.0 1.0
3501.05 1.0
3501.1 1.0
3501.15 1.0
3501.2 1.0
3501.25 1.0
3501.3 1.0
3501.35 1.0
3501.4 1.0
3501.45 1.0
3501.5 1.0
3501.55 1.0
3501.6 1.0
3501.65 1.0
3501.7 1.0
3501.75 1.0
3501.8 1.0
3501.85 1.0
3501.9 1.0
3501.95 1.0
3502.0 1.0
3502.05 1.0
3502.1 1.0
3502.15 1.0
3502.2 1.0
3502.25 1.0
3502.3 1.0
3502.35 1.0
3502.4 1.0
3502.45 1.0
3502.5 1.0
3502.55 1.0
3502.6 1.0
3502.65 1.0
3502.7 1.0
3502.75 1.0
3502.8 1.0
3502.85 1.0
3502.9 1.0
3502.95 1.0
3503.0 1.0
3503.05 1.0
3503.1 1.0
3503.15 1.0
3503.2 1.0
3503.25 1.0
3503.3 1.0
3503.35 1.0
3503.4 1.0
3503.45 1.0
3503.5 1.0
3503.55 1.0
3503.6 1.0
3503.65 1.0
3503.7 1.0
3503.75 1.0
3503.8 1.0
3503.85 1.0
3503.9 1.0
3503.95 1.0
3504.0 1.0
3504.05 1.0
3504.1 1.0
3504.15 1.0
3504.2 1.0
3504.25 1.0
3504.3 1.0
3504.35 1.0
3504.4 1.0
3504.45 1.0
3504.5 1.0
3504.55 1.0
3504.6 1.0
3504.65 1.0
3504.7 1.0
3504.75 1.0
3504.8 1.0
3504.85 1.0
3504.9 1.0
3504.95 1.0
3505.0 1.0
3505.05 1.0
3505.1 1.0
3505.15 1.0
3505.2 1.0
3505.25 1.0
3505.3 1.0
3505.35 1.0
3505.4 1.0
3505.45 1.0
3505.5 1.0
3505.55 1.0
3505.6 1.0
3505.65 1.0
3505.7 1.0
3505.75 1.0
3505.8 1.0
3505.85 1.0
3505.9 1.0
3505.95 1.0
3506.0 1.0
3506.05 1.0
3506.1 1.0
3506.15 1.0
3506.2 1.0
3506.25 1.0
3506.3 1.0
3506.35 1.0
3506.4 1.0
3506.45 1.0
3506.5 1.0
3506.55 1.0
3506.6 1.0
3506.65 1.0
3506.7 1.0
3506.75 1.0
3506.8 1.0
3506.85 1.0
3506.9 1.0
3506.95 1.0
3507.0 1.0
3507.05 1.0
3507.1 1.0
3507.15 1.0
3507.2 1.0
3507.25 1.0
3507.3 1.0
3507.35 1.0
3507.4 1.0
3507.45 1.0
3507.5 1.0
3507.55 1.0
3507.6 1.0
3507.65 1.0
3507.7 1.0
3507.75 1.0
3507.8 1.0
3507.85 1.0
3507.9 1.0
3507.95 1.0
3508.0 1.0
3508.05 1.0
3508.1 1.0
3508.15 1.0
3508.2 1.0
3508.25 1.0
3508.3 1.0
3508.35 1.0
3508.4 1.0
3508.45 1.0
3508.5 1.0
3508.55 1.0
3508.6 1.0
3508.65 1.0
3508.7 1.0
3508.75 1.0
3508.8 1.0
3508.85 1.0
3508.9 1.0
3508.95 1.0
3509.0 1.0
3509.05 1.0
3509.1 1.0
3509.15 1.0
3509.2 1.0
3509.25 1.0
3509.3 1.0
3509.35 1.0
3509.4 1.0
3509.45 1.0
3509.5 1.0
3509.55 1.0
3509.6 1.0
3509.65 1.0
3509.7 1.0
3509.75 1.0
3509.8 1.0
3509.85 1.0
3509.9 1.0
3509.95 1.0
3510.0 1.0
3510.05 1.0
3510.1 1.0
3510.15 1.0
3510.2 1.0
3510.25 1.0
3510.3 1.0
3510.35 1.0
3510.4 1.0
3510.45 1.0
3510.5 1.0
3510.55 1.0
3510.6 1.0
3510.65 1.0
3510.7 1.0
3510.75 1.0
3510.8 1.0
3510.85 1.0
3510.9 1.0
3510.95 1.0
3511.0 1.0
3511.05 1.0
3511.1 1.0
3511.15 1.0
3511.2 1.0
3511.25 1.0
3511.3 1.0
3511.35 1.0
3511.4 1.0
3511.45 1.0
3511.5 1.0
3511.55 1.0
3511.6 1.0
3511.65 1.0
3511.7 1.0
3511.75 1.0
3511.8 1.0
3511.85 1.0
3511.9 1.0
3511.95 1.0
3512.0 1.0
3512.05 1.0
3512.1 1.0
3512.15 1.0
3512.2 1.0
3512.25 1.0
3512.3 1.0
3512.35 1.0
3512.4 1.0
3512.45 1.0
3512.5 1.0
3512.55 1.0
3512.6 1.0
3512.65 1.0
3512.7 1.0
3512.75 1.0
3512.8 1.0
3512.85 1.0
3512.9 1.0
3512.95 1.0
3513.0 1.0
3513.05 1.0
3513.1 1.0
3513.15 1.0
3513.2 1.0
3513.25 1.0
3513.3 1.0
3513.35 1.0
3513.4 1.0
3513.45 1.0
3513.5 1.0
3513.55 1.0
3513.6 1.0
3513.65 1.0
3513.7 1.0
3513.75 1.0
3513.8 1.0
3513.85 1.0
3513.9 1.0
3513.95 1.0
3514.0 1.0
3514.05 1.0
3514.1 1.0
3514.15 1.0
3514.2 1.0
3514.25 1.0
3514.3 1.0
3514.35 1.0
3514.4 1.0
3514.45 1.0
3514.5 1.0
3514.55 1.0
3514.6 1.0
3514.65 1.0
3514.7 1.0
3514.75 1.0
3514.8 1.0
3514.85 1.0
3514.9 1.0
3514.95 1.0
3515.0 1.0
3515.05 1.0
3515.1 1.0
3515.15 1.0
3515.2 1.0
3515.25 1.0
3515.3 1.0
3515.35 1.0
3515.4 1.0
3515.45 1.0
3515.5 1.0
3515.55 1.0
3515.6 1.0
3515.65 1.0
3515.7 1.0
3515.75 1.0
3515.8 1.0
3515.85 1.0
3515.9 1.0
3515.95 1.0
3516.0 1.0
3516.05 1.0
3516.1 1.0
3516.15 1.0
3516.2 1.0
3516.25 1.0
3516.3 1.0
3516.35 1.0
3516.4 1.0
3516.45 1.0
3516.5 1.0
3516.55 1.0
3516.6 1.0
3516.65 1.0
3516.7 1.0
3516.75 1.0
3516.8 1.0
3516.85 1.0
3516.9 1.0
3516.95 1.0
3517.0 1.0
3517.05 1.0
3517.1 1.0
3517.15 1.0
3517.2 1.0
3517.25 1.0
3517.3 1.0
3517.35 1.0
3517.4 1.0
3517.45 1.0
3517.5 1.0
3517.55 1.0
3517.6 1.0
3517.65 1.0
3517.7 1.0
3517.75 1.0
3517.8 1.0
3517.85 1.0
3517.9 1.0
3517.95 1.0
3518.0 1.0
3518.05 1.0
3518.1 1.0
3518.15 1.0
3518.2 1.0
3518.25 1.0
3518.3 1.0
3518.35 1.0
3518.4 1.0
3518.45 1.0
3518.5 1.0
3518.55 1.0
3518.6 1.0
3518.65 1.0
3518.7 1.0
3518.75 1.0
3518.8 1.0
3518.85 1.0
3518.9 1.0
3518.95 1.0
3519.0 1.0
3519.05 1.0
3519.1 1.0
3519.15 1.0
3519.2 1.0
3519.25 1.0
3519.3 1.0
3519.35 1.0
3519.4 1.0
3519.45 1.0
3519.5 1.0
3519.55 1.0
3519.6 1.0
3519.65 1.0
3519.7 1.0
3519.75 1.0
3519.8 1.0
3519.85 1.0
3519.9 1.0
3519.95 1.0
3520.0 1.0
3520.05 1.0
3520.1 1.0
3520.15 1.0
3520.2 1.0
3520.25 1.0
3520.3 1.0
3520.35 1.0
3520.4 1.0
3520.45 1.0
3520.5 1.0
3520.55 1.0
3520.6 1.0
3520.65 1.0
3520.7 1.0
3520.75 1.0
3520.8 1.0
3520.85 1.0
3520.9 1.0
3520.95 1.0
3521.0 1.0
3521.05 1.0
3521.1 1.0
3521.15 1.0
3521.2 1.0
3521.25 1.0
3521.3 1.0
3521.35 1.0
3521.4 1.0
3521.45 1.0
3521.5 1.0
3521.55 1.0
3521.6 1.0
3521.65 1.0
3521.7 1.0
3521.75 1.0
3521.8 1.0
3521.85 1.0
3521.9 1.0
